sample_id,smell,variant,fired_pmd,fired_ours,actual
5129580,blob,with_size,0,0,0
5127922,long method,strategy,0,0,0
5130121,long method,strategy,0,0,0
5141485,feature envy,law_of_demeter,0,,0
5141876,blob,strategy,1,0,1
5141876,blob,with_size,1,0,1
5138043,long method,strategy,0,1,0
5141751,feature envy,law_of_demeter,0,,0
5133545,data class,strategy,0,0,0
5136002,long method,strategy,0,0,0
5146683,data class,strategy,0,0,1
5145744,long method,strategy,0,0,0
5142688,blob,strategy,0,0,0
5142688,blob,with_size,0,0,0
5148417,blob,strategy,0,0,1
5148417,blob,with_size,0,0,1
5150385,feature envy,law_of_demeter,0,,0
5148408,blob,strategy,0,0,0
5148408,blob,with_size,0,0,0
5158152,blob,strategy,0,0,0
5158152,blob,with_size,0,0,0
5171785,data class,strategy,0,0,0
5168016,blob,strategy,0,0,0
5168016,blob,with_size,0,1,0
5153171,blob,strategy,0,0,0
5153171,blob,with_size,0,0,0
5164745,long method,strategy,0,0,0
5180986,long method,strategy,0,0,0
5176784,feature envy,law_of_demeter,0,,0
5175864,blob,strategy,0,0,0
5175864,blob,with_size,0,0,0
5186444,data class,strategy,0,0,1
5184123,long method,strategy,0,0,0
5182772,data class,strategy,0,0,0
5186909,long method,strategy,0,0,0
5200336,long method,strategy,0,0,0
5190920,blob,strategy,0,0,0
5190920,blob,with_size,0,0,0
5193317,data class,strategy,0,0,0
5192134,data class,strategy,0,0,0
5190876,blob,strategy,0,0,0
5190876,blob,with_size,0,0,0
5200864,blob,strategy,0,0,1
5200864,blob,with_size,0,0,1
5193259,blob,strategy,0,0,0
5193259,blob,with_size,0,0,0
5183069,blob,strategy,0,0,1
5183069,blob,with_size,0,0,1
5203194,data class,strategy,0,0,0
5205041,data class,strategy,0,0,0
5206791,long method,strategy,0,0,0
5202532,feature envy,law_of_demeter,0,,0
5207888,long method,strategy,0,0,0
5210111,long method,strategy,0,0,0
5343744,blob,strategy,0,0,0
5343744,blob,with_size,0,0,0
5331456,feature envy,law_of_demeter,0,,0
5333703,blob,strategy,0,0,1
5333703,blob,with_size,0,0,1
5326926,feature envy,law_of_demeter,0,,1
5337101,blob,strategy,0,0,0
5337101,blob,with_size,0,0,0
5363451,data class,strategy,0,0,0
5356733,data class,strategy,0,0,0
5328591,long method,strategy,0,0,0
5333354,long method,strategy,0,0,0
5338390,blob,strategy,0,0,0
5338390,blob,with_size,0,0,0
5375248,feature envy,law_of_demeter,0,,0
5340257,feature envy,law_of_demeter,0,,1
5330785,blob,strategy,0,0,1
5330785,blob,with_size,0,0,1
5355489,long method,strategy,0,1,1
5354426,data class,strategy,0,0,1
5327459,data class,strategy,0,0,0
5339993,blob,strategy,0,0,1
5339993,blob,with_size,0,0,1
5338990,feature envy,law_of_demeter,0,,1
5384416,long method,strategy,0,0,0
5339121,long method,strategy,0,0,0
5333655,blob,strategy,0,0,0
5333655,blob,with_size,0,0,0
5371806,blob,strategy,0,0,0
5371806,blob,with_size,0,0,0
5328561,feature envy,law_of_demeter,0,,0
5327402,data class,strategy,0,0,1
5343588,feature envy,law_of_demeter,0,,1
5354961,long method,strategy,0,0,0
5328888,long method,strategy,0,0,1
5380933,blob,strategy,0,0,1
5380933,blob,with_size,0,0,1
5214839,data class,strategy,0,0,0
5212058,long method,strategy,0,0,0
5217747,blob,strategy,0,0,0
5217747,blob,with_size,0,0,0
5218642,data class,strategy,0,0,0
5220844,feature envy,law_of_demeter,0,,0
5222671,blob,strategy,0,0,1
5222671,blob,with_size,0,0,1
5220265,blob,strategy,0,0,0
5220265,blob,with_size,0,0,0
5223561,data class,strategy,0,0,0
8660235,data class,strategy,0,0,0
8662937,long method,strategy,0,0,1
8660273,long method,strategy,0,1,1
8636574,feature envy,law_of_demeter,0,,0
8636644,long method,strategy,0,1,1
8650167,long method,strategy,0,0,0
8658785,data class,strategy,0,0,0
8659626,feature envy,law_of_demeter,0,,0
8661442,data class,strategy,0,0,0
8691119,data class,strategy,0,0,0
8690430,long method,strategy,0,0,0
8694129,blob,strategy,0,0,1
8694129,blob,with_size,0,0,1
8695390,blob,strategy,0,0,0
8695390,blob,with_size,0,1,0
8690136,blob,strategy,0,0,1
8690136,blob,with_size,0,0,1
8697369,long method,strategy,0,0,0
8698235,blob,strategy,0,0,0
8698235,blob,with_size,0,0,0
8696357,long method,strategy,0,0,0
8684961,long method,strategy,0,0,0
8685299,long method,strategy,0,1,1
5226222,long method,strategy,0,0,1
5237277,feature envy,law_of_demeter,0,,0
5245618,blob,strategy,0,0,0
5245618,blob,with_size,0,0,0
5243521,feature envy,law_of_demeter,0,,1
5241294,feature envy,law_of_demeter,0,,0
5246779,blob,strategy,0,0,0
5246779,blob,with_size,0,0,0
5241906,data class,strategy,0,0,0
5232497,long method,strategy,0,0,1
5242909,feature envy,law_of_demeter,0,,0
5241829,long method,strategy,0,0,0
5235274,feature envy,law_of_demeter,0,,0
5235970,feature envy,law_of_demeter,0,,0
5233290,feature envy,law_of_demeter,0,,0
5231896,blob,strategy,0,0,0
5231896,blob,with_size,0,0,0
5255988,blob,strategy,1,1,1
5255988,blob,with_size,1,1,1
5252079,blob,strategy,0,0,0
5252079,blob,with_size,0,0,0
5246871,blob,strategy,0,0,0
5246871,blob,with_size,0,0,0
5250124,long method,strategy,0,0,1
5257764,blob,strategy,0,0,0
5257764,blob,with_size,0,0,0
5256995,blob,strategy,0,0,0
5256995,blob,with_size,0,0,0
5248838,data class,strategy,0,0,0
5247450,data class,strategy,0,0,1
5393638,feature envy,law_of_demeter,0,,0
5412639,long method,strategy,0,0,0
5392679,data class,strategy,0,0,0
5345695,data class,strategy,0,0,0
5414837,feature envy,law_of_demeter,0,,0
5412570,blob,strategy,0,0,0
5412570,blob,with_size,0,0,0
5396847,feature envy,law_of_demeter,0,,0
5359797,data class,strategy,0,0,1
5406665,blob,strategy,0,0,0
5406665,blob,with_size,0,0,0
5389735,feature envy,law_of_demeter,0,,0
5361443,feature envy,law_of_demeter,1,,0
5409414,feature envy,law_of_demeter,0,,0
5414612,blob,strategy,0,0,1
5414612,blob,with_size,0,0,1
5353485,long method,strategy,0,0,0
5354848,blob,strategy,0,0,1
5354848,blob,with_size,0,0,1
5368964,blob,strategy,0,0,1
5368964,blob,with_size,0,0,1
5392183,blob,strategy,0,0,1
5392183,blob,with_size,0,0,1
5417605,long method,strategy,0,0,0
5358686,long method,strategy,0,0,0
5275875,long method,strategy,0,0,0
5308925,blob,strategy,0,0,0
5308925,blob,with_size,0,0,0
5305545,long method,strategy,0,0,0
5305226,data class,strategy,0,0,0
5311043,long method,strategy,0,0,0
5310114,long method,strategy,1,1,1
5283018,feature envy,law_of_demeter,1,,0
5278260,long method,strategy,0,1,1
5302732,feature envy,law_of_demeter,0,,0
5303636,long method,strategy,0,0,0
5273938,blob,strategy,0,0,0
5273938,blob,with_size,0,0,0
5262454,long method,strategy,0,0,0
5264883,blob,strategy,0,0,1
5264883,blob,with_size,0,0,1
5266377,blob,strategy,0,0,0
5266377,blob,with_size,0,0,0
5264519,blob,strategy,1,0,0
5264519,blob,with_size,1,0,0
5271942,blob,strategy,0,0,0
5271942,blob,with_size,0,0,0
5269525,blob,strategy,0,0,0
5269525,blob,with_size,0,0,0
5270720,blob,strategy,0,0,0
5270720,blob,with_size,0,0,0
5278361,data class,strategy,0,0,1
5279258,data class,strategy,0,0,0
5280072,long method,strategy,0,0,0
5281568,blob,strategy,0,0,1
5281568,blob,with_size,0,0,1
5297372,long method,strategy,0,0,0
5299892,data class,strategy,1,0,0
5294252,long method,strategy,0,0,0
5297721,long method,strategy,0,0,0
5321469,long method,strategy,0,0,0
5319099,data class,strategy,0,0,0
5323752,blob,strategy,0,0,0
5323752,blob,with_size,0,0,0
5319003,long method,strategy,0,0,0
5322883,blob,strategy,0,0,1
5322883,blob,with_size,0,0,1
5314620,feature envy,law_of_demeter,0,,0
5317907,blob,strategy,0,0,0
5317907,blob,with_size,0,0,0
5314955,long method,strategy,0,0,0
5414004,long method,strategy,0,0,0
5421253,blob,strategy,0,0,0
5421253,blob,with_size,0,0,0
5388415,blob,strategy,0,0,1
5388415,blob,with_size,0,0,1
5394068,blob,strategy,0,0,1
5394068,blob,with_size,0,0,1
5416350,long method,strategy,0,1,1
5418030,long method,strategy,0,0,0
5425598,blob,strategy,0,0,0
5425598,blob,with_size,0,0,0
5437592,long method,strategy,0,0,0
5423009,feature envy,law_of_demeter,0,,1
5437215,feature envy,law_of_demeter,0,,0
5420605,long method,strategy,0,0,0
5428702,feature envy,law_of_demeter,0,,0
5414165,blob,strategy,0,0,0
5414165,blob,with_size,0,0,0
5394056,long method,strategy,0,1,0
5419311,long method,strategy,0,0,0
5421299,blob,strategy,0,0,0
5421299,blob,with_size,0,0,0
5403342,blob,strategy,0,0,0
5403342,blob,with_size,0,1,0
5370715,blob,strategy,0,0,1
5370715,blob,with_size,0,0,1
5423428,long method,strategy,0,0,0
5402098,long method,strategy,0,1,0
5374635,long method,strategy,0,0,0
5399317,data class,strategy,0,0,0
5374719,data class,strategy,0,0,0
5389537,long method,strategy,0,0,0
5403624,long method,strategy,0,0,1
5384197,long method,strategy,0,0,1
5366640,long method,strategy,0,1,1
5395652,long method,strategy,0,0,0
5440125,feature envy,law_of_demeter,0,,0
5427653,blob,strategy,0,0,0
5427653,blob,with_size,0,0,0
5439112,data class,strategy,0,0,0
5426714,feature envy,law_of_demeter,0,,0
5423795,blob,strategy,0,0,0
5423795,blob,with_size,0,0,0
5427627,data class,strategy,0,0,0
5437491,data class,strategy,0,0,0
5434262,data class,strategy,0,0,0
5422127,long method,strategy,0,1,1
5424715,feature envy,law_of_demeter,0,,0
5598817,data class,strategy,0,0,0
5585822,long method,strategy,0,0,0
5562874,data class,strategy,0,0,0
5543924,data class,strategy,0,0,0
5585616,data class,strategy,0,0,0
5549285,blob,strategy,0,0,0
5549285,blob,with_size,0,0,0
5603925,data class,strategy,0,1,0
5602164,long method,strategy,0,1,1
5591314,long method,strategy,0,0,0
5608439,long method,strategy,0,0,0
5537428,blob,strategy,0,0,0
5537428,blob,with_size,0,0,0
5593588,blob,strategy,0,0,0
5593588,blob,with_size,0,0,0
5562678,data class,strategy,0,0,0
5593437,long method,strategy,0,1,1
5573449,long method,strategy,1,1,1
5604954,long method,strategy,0,0,0
5589935,data class,strategy,0,0,0
5589404,data class,strategy,0,0,1
5580284,blob,strategy,0,0,1
5580284,blob,with_size,0,0,1
5558410,blob,strategy,0,0,0
5558410,blob,with_size,0,0,0
5585565,feature envy,law_of_demeter,0,,0
5586136,blob,strategy,0,0,0
5586136,blob,with_size,0,0,0
5593201,blob,strategy,0,0,0
5593201,blob,with_size,0,0,0
5554251,blob,strategy,1,1,0
5554251,blob,with_size,1,1,0
5450135,long method,strategy,0,0,0
5456180,long method,strategy,0,0,0
5450516,blob,strategy,0,0,0
5450516,blob,with_size,0,0,0
5444150,long method,strategy,0,0,0
5447313,blob,strategy,0,0,1
5447313,blob,with_size,0,0,1
5441269,blob,strategy,0,0,0
5441269,blob,with_size,0,0,0
5441225,data class,strategy,0,0,0
5457134,blob,strategy,0,0,0
5457134,blob,with_size,0,0,0
5479893,blob,strategy,0,0,0
5479893,blob,with_size,0,0,0
5473710,blob,strategy,0,0,1
5473710,blob,with_size,0,0,1
5473580,feature envy,law_of_demeter,0,,0
5470089,long method,strategy,0,1,1
5487652,long method,strategy,0,0,0
5470714,long method,strategy,0,0,0
5491608,data class,strategy,1,0,0
5490526,long method,strategy,0,0,0
5470060,blob,strategy,1,0,1
5470060,blob,with_size,1,1,1
5475426,data class,strategy,0,0,0
5480114,feature envy,law_of_demeter,0,,0
5495116,data class,strategy,0,0,1
5488746,feature envy,law_of_demeter,0,,0
5497076,long method,strategy,0,1,1
5476379,feature envy,law_of_demeter,0,,0
5474154,blob,strategy,0,0,0
5474154,blob,with_size,0,0,0
5476959,feature envy,law_of_demeter,0,,0
5478880,long method,strategy,0,0,0
5492178,long method,strategy,0,0,1
5467722,blob,strategy,0,0,0
5467722,blob,with_size,0,0,0
5469798,feature envy,law_of_demeter,0,,1
5464749,feature envy,law_of_demeter,0,,0
5464286,data class,strategy,0,0,0
5485720,feature envy,law_of_demeter,0,,0
5497852,long method,strategy,0,0,0
5497900,feature envy,law_of_demeter,0,,0
5514575,data class,strategy,1,0,0
5517044,blob,strategy,1,1,1
5517044,blob,with_size,1,1,1
5510584,feature envy,law_of_demeter,0,,0
5520288,blob,strategy,0,0,0
5520288,blob,with_size,0,0,0
5520984,feature envy,law_of_demeter,0,,0
5525645,feature envy,law_of_demeter,0,,0
5524586,data class,strategy,0,0,0
5501417,blob,strategy,0,0,0
5501417,blob,with_size,0,0,0
5515133,blob,strategy,0,0,0
5515133,blob,with_size,0,0,0
5516822,feature envy,law_of_demeter,0,,0
5515917,data class,strategy,0,0,0
5507211,blob,strategy,0,0,0
5507211,blob,with_size,0,0,0
5516476,blob,strategy,1,1,0
5516476,blob,with_size,1,1,0
5498814,blob,strategy,0,0,1
5498814,blob,with_size,0,0,1
5499685,blob,strategy,0,0,0
5499685,blob,with_size,0,0,0
5498738,long method,strategy,0,0,0
5499603,long method,strategy,0,1,1
5515839,data class,strategy,1,0,1
5515872,long method,strategy,0,0,0
5503308,long method,strategy,0,0,1
5515226,data class,strategy,0,0,1
5508642,long method,strategy,0,0,0
5519299,blob,strategy,0,0,1
5519299,blob,with_size,0,0,1
5506218,long method,strategy,0,0,0
5609190,data class,strategy,1,1,1
5609932,blob,strategy,0,0,0
5609932,blob,with_size,0,0,0
5622695,long method,strategy,0,0,0
5640540,blob,strategy,0,0,0
5640540,blob,with_size,0,0,0
5601781,long method,strategy,0,0,0
5627187,blob,strategy,0,0,1
5627187,blob,with_size,0,0,1
5598779,blob,strategy,0,0,0
5598779,blob,with_size,0,0,0
5638052,long method,strategy,0,0,0
5630626,data class,strategy,0,0,0
5625637,long method,strategy,0,0,0
5625012,long method,strategy,0,0,1
5621210,long method,strategy,0,0,0
5605416,long method,strategy,0,0,0
5605835,data class,strategy,1,1,1
5596503,data class,strategy,0,0,1
5626154,long method,strategy,0,0,0
5596509,long method,strategy,0,0,0
5596973,long method,strategy,0,0,0
5634327,long method,strategy,0,0,0
5630298,blob,strategy,0,0,0
5630298,blob,with_size,0,0,0
5533033,blob,strategy,0,0,0
5533033,blob,with_size,0,0,0
5534322,feature envy,law_of_demeter,0,,0
5536525,blob,strategy,0,0,0
5536525,blob,with_size,0,0,0
5535647,feature envy,law_of_demeter,0,,0
5527964,data class,strategy,0,0,0
5529562,blob,strategy,0,0,0
5529562,blob,with_size,0,0,0
5547100,blob,strategy,0,0,0
5547100,blob,with_size,0,0,0
5559770,long method,strategy,0,0,0
5542756,feature envy,law_of_demeter,0,,0
5563186,data class,strategy,0,0,0
5548181,long method,strategy,0,0,0
5551982,long method,strategy,0,0,0
5545552,blob,strategy,0,0,0
5545552,blob,with_size,0,0,0
5539522,data class,strategy,0,0,0
5555115,long method,strategy,0,0,0
5565017,blob,strategy,0,0,0
5565017,blob,with_size,0,0,0
5586619,long method,strategy,0,0,0
5581462,blob,strategy,0,0,1
5581462,blob,with_size,0,0,1
5580164,long method,strategy,0,0,0
5576325,data class,strategy,0,0,0
5580203,feature envy,law_of_demeter,0,,0
5575053,data class,strategy,1,1,1
5573352,blob,strategy,0,0,0
5573352,blob,with_size,0,0,0
5575320,data class,strategy,0,0,0
5578507,feature envy,law_of_demeter,0,,0
7916535,feature envy,law_of_demeter,0,,1
5615923,long method,strategy,0,1,1
5616304,long method,strategy,0,0,0
5618836,feature envy,law_of_demeter,0,,0
5654277,blob,strategy,0,0,0
5654277,blob,with_size,0,0,0
5660710,blob,strategy,0,0,0
5660710,blob,with_size,0,0,0
5645958,blob,strategy,0,0,0
5645958,blob,with_size,0,0,0
5665524,long method,strategy,0,0,0
5659423,data class,strategy,0,0,0
5657118,feature envy,law_of_demeter,0,,0
5657210,data class,strategy,0,0,0
5655899,long method,strategy,0,0,0
5647618,long method,strategy,0,0,0
5663777,data class,strategy,0,0,0
5661062,long method,strategy,0,0,1
5657934,blob,strategy,0,0,0
5657934,blob,with_size,0,0,0
5658486,long method,strategy,0,0,0
5660411,long method,strategy,0,0,0
5654509,feature envy,law_of_demeter,0,,0
5655437,blob,strategy,0,0,0
5655437,blob,with_size,0,0,0
5657989,long method,strategy,0,0,0
5657457,long method,strategy,0,0,0
5642265,long method,strategy,0,0,0
5651881,long method,strategy,0,0,0
5685504,blob,strategy,1,0,0
5685504,blob,with_size,1,0,0
5678475,long method,strategy,0,0,0
5684516,long method,strategy,0,0,0
5670638,data class,strategy,0,0,0
5671828,long method,strategy,0,1,0
5682673,blob,strategy,0,0,0
5682673,blob,with_size,0,0,0
5670492,blob,strategy,0,0,0
5670492,blob,with_size,0,0,0
5676371,data class,strategy,0,0,0
5710974,data class,strategy,0,0,0
5747163,long method,strategy,0,0,0
5702079,blob,strategy,0,0,1
5702079,blob,with_size,0,1,1
5740146,blob,strategy,1,0,1
5740146,blob,with_size,1,1,1
5739211,blob,strategy,0,0,0
5739211,blob,with_size,0,0,0
5737990,data class,strategy,0,0,1
5705708,long method,strategy,0,0,0
5712776,long method,strategy,1,1,1
5752718,data class,strategy,0,0,0
5704168,blob,strategy,0,0,0
5704168,blob,with_size,0,0,0
5723559,feature envy,law_of_demeter,0,,0
5737047,long method,strategy,0,0,0
5738914,long method,strategy,0,0,0
5738634,data class,strategy,0,0,1
5712111,blob,strategy,0,0,0
5712111,blob,with_size,0,0,0
5715127,blob,strategy,0,0,1
5715127,blob,with_size,0,0,1
5722403,blob,strategy,0,0,0
5722403,blob,with_size,0,0,0
5728323,blob,strategy,0,0,0
5728323,blob,with_size,0,0,0
5752094,blob,strategy,0,0,0
5752094,blob,with_size,0,0,0
5702663,long method,strategy,0,0,0
5702958,blob,strategy,0,0,0
5702958,blob,with_size,0,0,0
5668344,data class,strategy,0,0,1
5668440,blob,strategy,0,0,0
5668440,blob,with_size,0,0,0
5667095,blob,strategy,0,0,0
5667095,blob,with_size,0,0,0
5670026,blob,strategy,0,0,1
5670026,blob,with_size,0,0,1
5666367,blob,strategy,0,0,0
5666367,blob,with_size,0,0,0
5690831,blob,strategy,0,0,0
5690831,blob,with_size,0,0,0
5693176,long method,strategy,0,0,0
5700044,long method,strategy,0,0,1
5693079,long method,strategy,0,0,0
5698693,long method,strategy,0,0,0
5689800,data class,strategy,0,0,0
5690795,feature envy,law_of_demeter,0,,0
5688699,blob,strategy,0,0,0
5688699,blob,with_size,0,0,0
5690366,feature envy,law_of_demeter,0,,0
5687952,blob,strategy,0,0,1
5687952,blob,with_size,0,0,1
5699641,data class,strategy,0,0,0
5692616,data class,strategy,0,0,0
5698044,feature envy,law_of_demeter,0,,0
5681626,blob,strategy,0,0,1
5681626,blob,with_size,0,0,1
5771277,feature envy,law_of_demeter,0,,0
5768412,blob,strategy,0,0,0
5768412,blob,with_size,0,0,0
5764315,blob,strategy,0,0,0
5764315,blob,with_size,0,0,0
5767556,blob,strategy,0,0,1
5767556,blob,with_size,0,0,1
5768802,long method,strategy,0,0,0
5768014,long method,strategy,0,0,0
5775855,feature envy,law_of_demeter,0,,0
5774985,long method,strategy,0,0,0
5762348,long method,strategy,0,0,0
5769222,blob,strategy,0,0,1
5769222,blob,with_size,0,0,1
5763217,long method,strategy,0,0,0
5767507,long method,strategy,0,0,0
5769657,long method,strategy,1,0,0
5766093,data class,strategy,1,0,0
5773565,blob,strategy,0,0,0
5773565,blob,with_size,0,0,0
5775703,blob,strategy,0,0,1
5775703,blob,with_size,0,0,1
5761917,feature envy,law_of_demeter,0,,0
5735198,blob,strategy,1,0,1
5735198,blob,with_size,1,0,1
5718244,blob,strategy,0,0,0
5718244,blob,with_size,0,0,0
5717998,long method,strategy,0,0,1
5718043,long method,strategy,0,0,0
5735246,blob,strategy,0,0,0
5735246,blob,with_size,0,0,0
5750397,blob,strategy,0,0,0
5750397,blob,with_size,0,0,0
5723163,long method,strategy,0,0,0
5742756,blob,strategy,0,0,0
5742756,blob,with_size,0,0,0
5748379,long method,strategy,0,0,0
5732518,data class,strategy,0,0,0
5732162,feature envy,law_of_demeter,0,,0
5759451,long method,strategy,0,0,0
5749626,long method,strategy,0,0,0
5760043,long method,strategy,0,0,0
5743113,feature envy,law_of_demeter,1,,1
5719331,feature envy,law_of_demeter,0,,0
5732513,blob,strategy,0,0,0
5732513,blob,with_size,0,0,0
5731614,feature envy,law_of_demeter,0,,0
5752009,long method,strategy,0,0,0
5799314,blob,strategy,0,0,0
5799314,blob,with_size,0,0,0
5799022,blob,strategy,0,0,0
5799022,blob,with_size,0,0,0
5798354,long method,strategy,0,0,0
5798489,feature envy,law_of_demeter,0,,0
5800930,long method,strategy,0,0,0
5799553,long method,strategy,0,0,0
5798457,data class,strategy,0,0,0
5802620,blob,strategy,0,0,0
5802620,blob,with_size,0,0,0
5798002,blob,strategy,0,0,1
5798002,blob,with_size,0,0,1
5801572,blob,strategy,0,0,0
5801572,blob,with_size,0,0,0
5801932,long method,strategy,0,0,0
5805223,data class,strategy,0,0,0
5794903,blob,strategy,0,0,0
5794903,blob,with_size,0,0,0
5786929,blob,strategy,1,0,1
5786929,blob,with_size,1,1,1
5788583,long method,strategy,0,0,0
5784280,long method,strategy,0,0,0
5782140,long method,strategy,0,0,0
5782292,long method,strategy,0,0,0
5780746,long method,strategy,0,0,0
5785684,long method,strategy,0,0,0
5788107,feature envy,law_of_demeter,0,,0
5789396,data class,strategy,0,0,0
5790359,data class,strategy,0,0,0
5786274,blob,strategy,0,0,1
5786274,blob,with_size,0,0,1
5793952,feature envy,law_of_demeter,0,,0
5793029,data class,strategy,0,0,0
5790828,long method,strategy,0,0,0
5812130,blob,strategy,0,0,0
5812130,blob,with_size,0,0,0
5809960,feature envy,law_of_demeter,0,,0
5816939,long method,strategy,0,0,0
5810647,blob,strategy,0,0,0
5810647,blob,with_size,0,0,0
5815298,data class,strategy,0,0,0
5818517,blob,strategy,0,0,0
5818517,blob,with_size,0,0,0
5816832,blob,strategy,0,0,0
5816832,blob,with_size,0,0,0
5818834,feature envy,law_of_demeter,0,,0
5818363,data class,strategy,0,0,0
5808750,blob,strategy,0,0,0
5808750,blob,with_size,0,0,0
5839091,blob,strategy,0,0,0
5839091,blob,with_size,0,0,0
5839770,blob,strategy,0,0,0
5839770,blob,with_size,0,0,0
5841731,long method,strategy,0,0,0
5840527,feature envy,law_of_demeter,0,,1
5839532,feature envy,law_of_demeter,0,,0
5855407,blob,strategy,0,0,0
5855407,blob,with_size,0,0,0
5839980,feature envy,law_of_demeter,0,,0
5855589,long method,strategy,0,0,1
5855387,long method,strategy,0,0,0
5844151,blob,strategy,0,0,0
5844151,blob,with_size,0,0,0
5836088,long method,strategy,0,0,0
5832184,long method,strategy,0,0,0
5843392,long method,strategy,0,0,0
5832025,data class,strategy,0,0,1
5843574,feature envy,law_of_demeter,0,,0
5836057,data class,strategy,0,0,0
5845283,feature envy,law_of_demeter,0,,0
5845274,long method,strategy,0,0,1
5854207,long method,strategy,0,0,0
5842829,feature envy,law_of_demeter,0,,0
5837941,blob,strategy,0,0,0
5837941,blob,with_size,0,0,0
5845628,data class,strategy,0,1,0
5939437,long method,strategy,0,0,0
5939683,long method,strategy,0,0,0
5971146,data class,strategy,0,0,0
5971617,data class,strategy,0,0,0
5948040,blob,strategy,0,0,1
5948040,blob,with_size,0,0,1
5958136,long method,strategy,0,0,0
5968191,data class,strategy,0,0,0
5946774,data class,strategy,1,0,1
5937629,data class,strategy,0,0,0
5944359,blob,strategy,0,0,0
5944359,blob,with_size,0,0,0
5972837,data class,strategy,0,0,0
5961466,data class,strategy,0,0,0
5959185,long method,strategy,0,0,0
5930471,feature envy,law_of_demeter,0,,0
5954493,blob,strategy,0,0,1
5954493,blob,with_size,0,0,1
5958765,feature envy,law_of_demeter,1,,0
5948019,data class,strategy,0,0,0
5947006,blob,strategy,0,0,1
5947006,blob,with_size,0,0,1
5952032,long method,strategy,0,0,0
5957064,feature envy,law_of_demeter,0,,0
5972104,long method,strategy,0,0,1
5965453,long method,strategy,0,0,0
5975025,blob,strategy,0,0,0
5975025,blob,with_size,0,0,0
5819659,data class,strategy,0,0,0
5857311,long method,strategy,0,0,0
5857044,blob,strategy,0,0,0
5857044,blob,with_size,0,0,0
5866628,blob,strategy,0,0,0
5866628,blob,with_size,0,0,0
5871455,data class,strategy,0,0,0
5870863,blob,strategy,0,0,0
5870863,blob,with_size,0,0,0
5863832,feature envy,law_of_demeter,0,,0
5857422,data class,strategy,0,1,0
5876865,long method,strategy,0,0,0
5871795,blob,strategy,0,0,0
5871795,blob,with_size,0,0,0
5857991,blob,strategy,0,0,1
5857991,blob,with_size,0,1,1
5865465,data class,strategy,0,0,0
5871338,long method,strategy,0,0,0
5862710,data class,strategy,0,0,0
5870587,long method,strategy,0,0,0
5863439,blob,strategy,0,0,1
5863439,blob,with_size,0,0,1
5828765,long method,strategy,0,0,0
5828468,blob,strategy,0,1,1
5828468,blob,with_size,0,1,1
5828122,blob,strategy,0,0,0
5828122,blob,with_size,0,0,0
5875400,blob,strategy,0,0,0
5875400,blob,with_size,0,0,0
5875574,feature envy,law_of_demeter,0,,0
5884892,blob,strategy,0,0,1
5884892,blob,with_size,0,0,1
5894436,blob,strategy,0,0,0
5894436,blob,with_size,0,0,0
5895731,long method,strategy,0,0,0
5882175,blob,strategy,0,0,1
5882175,blob,with_size,0,1,1
5882133,long method,strategy,0,0,0
5883695,long method,strategy,0,0,0
5884181,blob,strategy,0,0,0
5884181,blob,with_size,0,0,0
5893533,feature envy,law_of_demeter,0,,0
5873847,long method,strategy,0,0,0
5888140,data class,strategy,0,0,0
5858827,long method,strategy,0,0,0
5865735,long method,strategy,0,0,0
5865964,data class,strategy,0,0,0
5893758,blob,strategy,0,0,0
5893758,blob,with_size,0,0,0
5894091,long method,strategy,0,0,1
5892646,blob,strategy,0,0,0
5892646,blob,with_size,0,0,0
7786250,feature envy,law_of_demeter,0,,0
7784926,long method,strategy,0,0,0
7786204,blob,strategy,0,0,0
7786204,blob,with_size,0,0,0
7783504,feature envy,law_of_demeter,0,,0
7792449,feature envy,law_of_demeter,0,,0
7785366,long method,strategy,0,0,0
7785135,data class,strategy,0,0,0
7784103,data class,strategy,0,0,0
7786735,blob,strategy,0,0,0
7786735,blob,with_size,0,0,0
7790376,blob,strategy,0,0,0
7790376,blob,with_size,0,0,0
7790763,blob,strategy,0,0,0
7790763,blob,with_size,0,0,0
7792407,blob,strategy,0,0,0
7792407,blob,with_size,0,0,0
7792077,feature envy,law_of_demeter,0,,0
7784313,blob,strategy,0,0,0
7784313,blob,with_size,0,0,0
7792356,long method,strategy,0,0,0
7787736,feature envy,law_of_demeter,0,,0
7795065,long method,strategy,0,0,0
7787254,feature envy,law_of_demeter,0,,0
7792893,blob,strategy,0,0,0
7792893,blob,with_size,0,0,0
7782013,feature envy,law_of_demeter,0,,0
7787478,blob,strategy,0,0,0
7787478,blob,with_size,0,0,0
7787982,feature envy,law_of_demeter,0,,0
7782626,long method,strategy,0,0,0
7795012,data class,strategy,0,0,0
7792934,blob,strategy,0,0,0
7792934,blob,with_size,0,0,0
5905362,blob,strategy,0,0,0
5905362,blob,with_size,0,0,0
5904263,long method,strategy,0,0,0
5905498,blob,strategy,0,0,0
5905498,blob,with_size,0,0,0
5904455,long method,strategy,0,0,0
5904841,long method,strategy,0,0,0
5907678,long method,strategy,0,0,0
5907719,long method,strategy,0,0,0
5901667,data class,strategy,0,1,1
5907756,long method,strategy,0,0,1
5903677,long method,strategy,0,0,0
5912760,blob,strategy,0,0,0
5912760,blob,with_size,0,0,0
5902872,blob,strategy,0,0,0
5902872,blob,with_size,0,0,0
